id,host_is_superhost,host_listings_count,host_identity_verified,latitude,longitude,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month,host_days_active,first_review_since,last_review_since,kitchen,balcony,bed_linen,breakfast,tv,coffee_machine,cooking_basics,white_goods,elevator,heating,child_friendly,parking,outdoor_space,host_greeting,tub_sauna_or_pool,internet,long_term_stays,private_entrance,secure,fire_fighting_measures,first_aid_kit,dedicated_workspace,lock,essentials,host_verifications_email,host_verifications_work_email,['neighbourhood_cleansed']_Dn Laoghaire-Rathdown,['neighbourhood_cleansed']_Dublin City,['neighbourhood_cleansed']_Fingal,['neighbourhood_cleansed']_South Dublin,['room_type']_Entire home/apt,['room_type']_Hotel room,['room_type']_Private room,['room_type']_Shared room
14132419,0,5,1,53.34443,-6.26572,3,1.5,1.0,2.0,134,3,10,439,4.77,4.85,4.85,4.89,4.84,4.97,4.79,0,5.89,2243.0,2234.0,17.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,0,1,0,0,0
14135807,0,1,1,53.35847,-6.2693,2,1.0,1.0,1.0,53,3,1125,9,5.0,5.0,5.0,5.0,5.0,4.88,4.88,0,0.12,3118.0,2224.0,2002.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0,0,0,1,0
14146712,0,1,1,53.34803,-6.26424,2,1.0,1.0,1.0,82,3,14,1,4.0,4.0,4.0,5.0,5.0,4.0,3.0,0,0.01,2758.0,2221.0,2221.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0,1,0,0,0
14147637,0,5,1,53.3501,-6.27796,2,1.0,1.0,1.0,69,5,62,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0.01,2328.0,2235.0,2235.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0,0,0,1,0
14150388,1,4,1,53.32496,-6.25433,4,1.0,2.0,2.0,201,28,120,114,4.73,4.88,4.74,4.96,4.97,4.76,4.63,0,1.54,2434.0,2219.0,43.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,1,0,0,1,0,0,0
14151634,0,1,0,53.36497,-6.22884,2,1.0,1.0,1.0,43,2,7,47,4.61,4.8,4.67,4.8,4.84,4.48,4.43,0,0.63,2624.0,2232.0,1401.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0,1,0,0,0,0,1,0
14157433,1,1,1,53.31096,-6.20455,1,1.0,1.0,1.0,77,1,30,90,4.86,4.89,4.81,4.9,4.86,4.86,4.77,0,1.52,2315.0,1774.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1,0,0,0,0,0,1,0
14160004,0,1,0,53.29715,-6.19605,2,2.0,2.0,1.0,88,1,1125,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0.01,3348.0,2238.0,2238.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,0,0,1,0,0,0
14174485,0,1,1,53.2523,-6.1177,9,3.0,5.0,7.0,389,3,7,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0.01,2800.0,2082.0,2082.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,0,0,1,0,0,0
14185013,1,3,1,53.33503,-6.2221,4,2.0,2.0,2.0,180,5,14,7,4.86,5.0,4.86,5.0,5.0,4.86,4.86,0,0.1,2240.0,2206.0,363.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0,1,0,0,0
14190413,0,1,1,53.34566,-6.28166,1,1.0,1.0,1.0,118,3,1125,162,4.66,4.83,4.59,4.87,4.91,4.89,4.62,0,2.2,2909.0,2205.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0,0,0,1,0
14192979,0,1,1,53.44332,-6.19753,6,2.5,2.0,3.0,62,2,28,4,4.25,5.0,5.0,4.75,4.75,4.75,4.75,0,0.05,2239.0,2182.0,2163.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,1,0,0,0
14202693,0,1,1,53.38754,-6.24089,4,1.5,1.0,2.0,55,2,1125,11,4.82,4.91,4.73,5.0,5.0,4.91,4.91,0,0.15,2251.0,2234.0,1855.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,1,0,0,0,0,1,0
14207045,0,1,1,53.34441,-6.26325,2,1.0,1.0,1.0,75,1,6,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0.01,2953.0,2233.0,2233.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0,0,0,1,0
14208220,0,2,1,53.34887,-6.23905,2,2.0,1.0,1.0,80,4,7,2,3.5,5.0,3.0,5.0,3.0,4.0,3.5,0,0.03,2562.0,2219.0,2160.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,1,0,0,1,0,0,0
14214586,0,1,1,53.33938,-6.23305,1,1.0,1.0,1.0,50,3,1125,21,4.86,4.9,4.48,4.95,4.89,4.89,4.79,0,0.28,2716.0,2215.0,1117.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0,0,0,1,0
14233196,0,1,0,53.28702,-6.12099,2,2.0,1.0,1.0,65,2,1125,56,4.93,4.96,4.8,5.0,5.0,5.0,4.91,0,0.75,2802.0,2229.0,127.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,0,0,0,0,1,0
14234436,0,1,1,53.29117,-6.15723,4,1.0,1.0,2.0,80,3,9,3,4.5,4.5,4.0,5.0,4.5,4.0,4.5,0,0.04,2945.0,2217.0,2003.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1,0,0,0
14256959,1,3,1,53.33496,-6.2207,2,1.0,1.0,1.0,85,1,5,261,4.96,4.97,4.95,4.97,4.98,4.82,4.91,0,3.58,2240.0,2184.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,1,0,0,0,0,1,0
14258074,0,1,1,53.32894,-6.26084,2,2.0,1.0,1.0,55,3,1125,6,4.17,4.17,3.83,4.83,4.83,4.33,4.17,0,0.08,2942.0,2199.0,2156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0
14289228,0,1,1,53.34147,-6.23318,2,1.0,1.0,1.0,95,2,4,23,4.91,4.96,4.96,4.91,5.0,4.5,4.67,0,0.31,2480.0,2198.0,1779.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0,1,0,0,1,0,0,0
14313639,0,3,1,53.28896,-6.25705,2,1.0,1.0,1.0,70,2,1125,46,4.73,4.75,4.73,4.88,4.9,4.6,4.74,0,0.63,2503.0,2193.0,323.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,0,0,0,0,0,1,0
14316826,1,3,1,53.33825,-6.29216,2,1.0,1.0,1.0,50,4,90,29,4.96,5.0,4.96,5.0,5.0,4.82,4.79,0,0.44,3272.0,1983.0,56.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,1,0,0,0,0,1,0
14330376,0,2,0,53.37746,-6.26144,1,1.0,1.0,1.0,59,90,100,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0.03,2233.0,2220.0,2198.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,1,0,0,1,0,0,0
14331209,1,1,0,53.27545,-6.22802,2,1.0,1.0,1.0,59,1,1125,119,4.79,4.79,4.89,4.93,4.92,4.71,4.69,1,1.62,2234.0,2199.0,290.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,0,0,0,0,0,1,0
14332497,0,1,1,53.457,-6.22164,2,0.0,1.0,1.0,60,20,20,151,4.73,4.88,4.89,4.9,4.93,4.86,4.78,0,2.04,2343.0,2225.0,1351.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,1,0,0,0,1,0
14339083,1,1,1,53.36056,-6.19075,2,1.5,1.0,1.0,105,15,42,129,4.97,4.93,4.94,4.98,4.95,4.87,4.87,0,1.97,2360.0,1961.0,17.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1,0,0,1,0,0,0
14348340,0,1,1,53.29976,-6.22175,4,1.0,1.0,1.0,60,1,14,2,4.5,4.5,4.0,5.0,5.0,4.5,4.5,0,0.03,2230.0,2079.0,1955.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,0,0,1,0,0,0
14351685,0,3,0,53.31662,-6.30987,2,0.0,1.0,1.0,39,1,1125,2,4.5,3.5,4.0,4.5,5.0,3.0,4.0,0,0.03,2389.0,2211.0,2208.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0,0,0,1,0
14357339,0,9,1,53.34127,-6.27498,4,1.0,2.0,3.0,179,1,15,118,4.8,4.89,4.9,4.95,4.97,4.89,4.53,0,1.77,3430.0,2004.0,1269.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,1,0,0,0,0,1,0
14363628,0,1,0,53.34809,-6.42701,2,1.5,1.0,1.0,46,2,1125,12,4.92,5.0,5.0,5.0,5.0,4.83,4.92,0,0.16,2230.0,2196.0,1586.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0,0,1,0,0,1,0
14367732,0,3,1,53.34828,-6.27819,4,1.0,1.0,2.0,229,14,1125,408,4.71,4.81,4.73,4.78,4.91,4.81,4.58,0,5.57,4162.0,2198.0,17.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,1,0,0,1,0,0,0
14370506,0,4,1,53.34286,-6.23695,7,2.0,2.0,4.0,284,2,14,245,4.85,4.89,4.93,4.84,4.87,4.87,4.81,0,3.34,2290.0,2202.0,38.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0,1,0,0,0
14382050,1,2,1,53.59866,-6.2417,2,1.5,1.0,1.0,115,4,180,22,4.95,4.91,4.95,4.91,4.95,4.86,4.95,0,0.42,3150.0,1565.0,339.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,1,0,1,0,0,0
14414156,0,1,0,53.32058,-6.25277,5,2.5,4.0,4.0,550,10,21,23,5.0,4.91,4.83,4.96,5.0,4.96,4.87,0,0.31,2652.0,2199.0,1102.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0,1,0,0,1,0,0,0
14422707,1,1,1,53.35,-6.2603,3,1.0,1.0,2.0,146,2,1125,382,4.81,4.88,4.82,4.94,4.96,4.97,4.71,0,5.16,2226.0,2220.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0,1,0,0,0,0,1,0
14436901,0,1,1,53.3445,-6.24904,2,1.5,1.0,1.0,251,2,1125,38,4.84,4.92,4.95,4.97,4.95,4.97,4.5,1,0.52,2367.0,2197.0,15.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,1,0,0,1,0,0,0
14438614,0,1,0,53.27839,-6.14915,4,4.0,2.0,2.0,170,10,1125,1,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0,0.02,2664.0,1719.0,1719.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,0,0,1,0,0,0
14466747,0,1,1,53.35224,-6.23469,4,2.0,2.0,2.0,152,2,1125,9,4.56,5.0,4.89,5.0,5.0,4.44,4.78,0,0.12,3772.0,2219.0,1618.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0,1,0,0,0
14467409,0,2,0,53.45909,-6.22601,2,1.0,1.0,1.0,64,1,3,167,4.69,4.81,4.8,4.92,4.89,4.77,4.62,0,2.27,2224.0,2206.0,939.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0,1,0,0,0,1,0
14493319,0,1,0,53.33124,-6.21305,7,3.0,4.0,6.0,180,5,13,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0.02,2222.0,1492.0,1492.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0,1,0,0,0
14498536,0,1,1,53.35009,-6.27957,2,1.0,1.0,1.0,97,3,1125,24,4.92,4.92,4.92,4.88,4.92,4.75,4.75,0,0.33,3703.0,2214.0,1372.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0,1,0,0,0
14510597,0,1,0,53.38072,-6.07446,4,2.0,2.0,2.0,99,1,1125,6,4.4,4.8,4.8,5.0,4.6,5.0,4.6,0,0.08,3149.0,2214.0,2193.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,1,0,1,0,0,0
14528789,0,2,1,53.34144,-6.31243,2,1.0,1.0,1.0,49,1,1125,14,4.79,4.93,5.0,4.79,4.93,4.71,4.93,0,0.19,2951.0,2199.0,2119.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0,0,0,1,0
14530358,0,1,1,53.2729,-6.17737,5,2.5,3.0,3.0,120,2,1125,3,4.5,5.0,4.0,5.0,5.0,5.0,4.5,1,0.06,2837.0,1568.0,1497.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,0,0,1,0,0,0
14541302,0,2,1,53.33168,-6.25398,4,1.0,2.0,2.0,70,2,1125,5,5.0,5.0,4.8,4.8,5.0,5.0,5.0,0,0.07,2581.0,2178.0,2150.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,1,0,0,0,0,1,0
14541318,0,1,1,53.35203,-6.28838,4,1.0,1.0,2.0,62,2,7,7,4.71,5.0,4.86,5.0,5.0,4.43,4.57,0,0.1,2563.0,2206.0,2169.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0,1,0,0,0
14544503,0,1,1,53.3354,-6.27517,4,1.0,2.0,2.0,75,3,1125,10,4.88,5.0,5.0,4.88,4.88,4.75,4.88,1,0.14,2219.0,2217.0,1239.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0,1,0,0,0
14551512,0,1,0,53.3397,-6.23638,2,1.0,1.0,1.0,49,2,60,16,4.73,4.8,4.73,4.87,4.87,4.6,4.67,1,0.22,2219.0,2216.0,1520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,1,0
14553228,0,4,1,53.579428,-6.107868,2,1.0,1.0,1.0,129,2,14,16,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0.22,2219.0,2206.0,19.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0,1,0,0,0,1,0
14554194,1,1,1,53.331,-6.24336,2,1.0,1.0,1.0,146,3,30,89,4.83,4.94,4.9,4.93,4.97,4.94,4.85,0,1.21,2219.0,2199.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0,1,0,0,1,0,0,0
14561036,0,1,1,53.26776,-6.12311,3,1.0,1.0,1.0,70,2,1125,34,4.91,4.88,4.94,5.0,4.97,4.79,4.85,0,0.72,2754.0,1408.0,1058.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,1,0
14570254,0,5,1,53.51465,-6.38626,6,2.0,1.0,3.0,148,7,1125,9,5.0,4.78,4.78,4.57,4.75,4.86,4.29,0,0.13,2723.0,2143.0,1856.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1
14580982,0,1,0,53.35554,-6.25512,2,1.0,1.0,1.0,40,3,6,4,3.5,4.75,4.25,4.0,4.0,4.5,4.0,0,0.05,2462.0,2184.0,1714.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0,0,0,1,0
14585984,0,1,1,53.34014,-6.27301,2,1.0,1.0,1.0,885,7,7,14,5.0,4.86,4.79,5.0,5.0,4.85,4.69,1,0.19,2219.0,2192.0,1869.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,1,0,0,0,0,1,0
14597392,0,1,1,53.35894,-6.24268,2,1.0,1.0,1.0,50,2,1125,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0.03,2761.0,2206.0,2190.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0
14605077,0,1,0,53.48529,-6.14569,2,1.0,1.0,2.0,38,156,1125,218,4.84,4.9,4.85,4.95,4.95,4.84,4.9,1,2.95,2216.0,2213.0,1081.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0,1,0,0,0,1,0
14607312,0,3,1,53.38655,-6.31751,2,1.0,1.0,1.0,30,1,30,336,4.72,4.84,4.88,4.89,4.87,4.29,4.73,1,4.62,2528.0,2179.0,917.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,1,0,0,0,0,1,0
14624814,0,1,1,53.34522,-6.24666,2,1.0,1.0,1.0,47,3,20,6,4.5,4.33,4.67,5.0,4.83,4.83,4.67,0,0.08,2493.0,2193.0,1875.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0,0,0,1,0
14627079,0,1,0,53.33517,-6.26969,2,1.0,1.0,1.0,250,3,1125,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0.05,2451.0,2198.0,1716.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0,1,0,0,0
14634841,1,1,1,53.38629,-6.07008,4,2.5,2.0,2.0,185,15,90,44,4.95,4.98,4.86,5.0,5.0,4.98,4.77,0,0.61,2215.0,2157.0,44.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,1,0,1,0,0,0
14645775,0,2,1,53.35169,-6.27767,2,1.0,1.0,1.0,40,2,1125,9,4.22,4.33,3.67,4.0,4.11,4.22,4.44,1,0.12,2847.0,2202.0,1890.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0,0,0,1,0
14664880,0,2,1,53.3245,-6.26032,2,1.0,1.0,1.0,65,4,1125,11,4.67,4.67,4.78,4.78,4.89,5.0,4.78,0,0.15,2693.0,2203.0,1735.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,1,0,0,1,0,0,0
