id,neighborhood_overview,host_is_superhost,host_listings_count,host_identity_verified,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month,kitchen,balcony,bed_linen,breakfast,tv,coffee_machine,cooking_basics,white_goods,elevator,heating,child_friendly,parking,outdoor_space,host_greeting,tub_sauna_or_pool,internet,long_term_stays,private_entrance,secure,fire_fighting_measures,first_aid_kit,dedicated_workspace,lock,essentials,host_verifications_email,host_verifications_work_email,host_days_active
6385487,"Dublin north side of the Liffey is a vibrant multicultural place where the old city and the new one collide. From Asian and African markets and shops to the old pubs and streets of the city, the apartment is right in the middle of it.<br />It's actually built over a large mall and 4 major supermarket chains are less than a minute's walk from the door.<br />It sits across the road from a Dublin Bike stand and a Luas stop [tram service that brings you straight into the best parts of Dublin in minutes]  and all public transport options are no more than a few minutes away. Otherwise the entire city takes 25 minutes to walk across.<br />One of Ireland's major shopping streets Henry Street is 3 minutes walk away and contains malls, department stores and specialist shops.<br />I love this city. It's very small, very friendly and there are so many things to do outside the door. So go and explore!",1,1,1,Dublin City,53.34977,-6.26702,Entire home/apt,2,1.0,1.0,1.0,175,3,60,122,14,1,4.9,4.96,4.89,4.98,5.0,4.94,4.83,1,1.37,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2687.0
6394075,"Fairview is a nice neigborhood in the north of Dublin-city-center. Close to the fairview park, the clontarf-seafront, about 5 minutes to town by bus or 25 min walking.",0,1,0,Dublin City,53.36304,-6.24557,Entire home/apt,4,1.0,1.0,1.0,79,4,14,1,0,0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,0,0.01,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3433.0
6396228,"I have lived in the beautiful fishing village of Howth for over 30 years and can recommend it highly for anyone considering a visit to Dublin. Stay out by the sea and travel to Dublin city centre as you need/want to, it's only 25/30 mins away by DART (train). <br /><br />Howth has a unique character and is a very special place in Dublin. It has plenty of nice coffee shops, restaurants, bars, beaches, walks, golf courses, fishing and amenities for all visitors.<br /><br />Howth is about a €28-30 taxi ride from Dublin Airport, it takes just 25 mins by Taxi.",1,1,1,Fingal,53.38749,-6.06882,Entire home/apt,3,1.0,1.0,1.0,124,1,1125,426,57,9,4.96,4.97,4.97,4.98,5.0,4.94,4.87,0,4.81,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2961.0
6406867,Quiet residential neighborhood.,0,1,1,Dublin City,53.3568,-6.27016,Entire home/apt,2,1.0,1.0,1.0,76,2,30,313,0,0,4.5,4.68,4.43,4.74,4.8,4.58,4.44,1,3.52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2677.0
6423196,"Rural environment with ploughed fields,  farmyards, animals grazing and market garden vegetables growing, yet walking distance from bustling town of Swords",0,1,0,Fingal,53.47816,-6.22203,Private room,3,1.0,1.0,3.0,73,1,1,17,0,0,5.0,4.93,4.87,5.0,5.0,4.93,5.0,0,0.19,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2963.0
6432589,,0,1,0,Dublin City,53.37007,-6.32935,Entire home/apt,6,2.5,3.0,4.0,210,5,14,3,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0.04,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2677.0
6450986,,0,1,1,Dublin City,53.34415,-6.24014,Private room,2,1.0,1.0,1.0,60,1,1125,26,0,0,4.56,4.8,4.28,4.88,4.92,4.6,4.68,0,0.3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3065.0
6450993,"Ranelagh is a leafy suburb of Dublin just south of the Grand canal.  Originally a village, it was incorporated into the city of Dublin in the 19th century.  In 1785 the first manned balloon flight in Ireland took off from Ranelagh and landed in Clontarf on the north side of the city.  <br />The rented property is a 10 minute walk to Ranelagh village with its many fashionable restaurants and small shops.  Just over ten minutes in the other direction and you are at the gates of Stephens Green having walked through fashionable Leeson Street with its clubs and restaurants.  A further five to ten minutes and you find yourself in Grafton Street to do you shopping and heading on to Trinity College for the famous book of Kells.",1,3,1,Dublin City,53.3289,-6.25503,Entire home/apt,1,1.0,1.0,1.0,81,5,50,182,28,3,4.95,4.97,4.96,4.98,4.99,4.92,4.89,0,2.09,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2674.0
6455564,"Nice clean neighbourhood, young families in the area close to many parks",0,1,1,South Dublin,53.34477,-6.41681,Private room,2,1.0,1.0,1.0,40,1,1125,55,0,0,4.76,4.78,4.87,4.92,4.94,4.62,4.87,0,0.62,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2674.0
6456408,"The house is situated in Rathmines near the heart of the city yet it is a vibrant residential area with a cosmopolitan feel particularly on the main streets of bustling, vibrant, Rathmines and nearby Ranelagh and Rathgar. Rathmines is very central, a unique, quiet, safe, beautiful and traditional part of Dublin, full of character and charm and within walking distance of a fantastic selection of restaurants, cafes, shops, supermarkets and pubs. Close to a swimming pool, gym, cinema and small shopping centre with major supermarkets.<br />Dublin’s City Centre has a friendly atmosphere both day and night with plenty to see and do. There are theatres, art galleries, pubs and venues with great music (traditional and all other kinds), nightlife and clubs, cinemas etc.",0,2,0,Dublin City,53.32264,-6.2738,Private room,2,1.0,1.0,2.0,70,1,1125,7,0,0,4.67,5.0,5.0,5.0,5.0,4.83,4.83,0,0.08,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2734.0
6457068,Small seaside resort with no hotels. Great views and walks or cycles sea sports and great bars and restaurants.,0,1,1,Fingal,53.57705,-6.10301,Entire home/apt,4,2.0,2.0,3.0,125,28,280,173,2,0,4.88,4.85,4.74,4.93,4.94,4.96,4.81,0,1.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2684.0
6458595,Parks and shops easy walk as well as easy access to City Centre and Shopping centers from public transport.<br />East access to M50 Motor way  and to Citywest & Parkwest Business parks for short term workers in Dublin. And a great place to base yourself for a holiday in Dublin.,0,1,0,Dublin City,53.31797,-6.33666,Entire home/apt,6,2.0,3.0,3.0,118,5,180,22,0,0,4.65,4.85,5.0,4.7,4.9,4.45,4.7,0,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3218.0
6465408,We are very close to the city centre. Public transport to and from the city centre is available just across the road from the property.,1,1,1,Dublin City,53.33052,-6.29095,Entire home/apt,2,1.0,1.0,1.0,120,3,10,153,33,4,4.94,4.96,4.91,4.93,4.94,4.74,4.86,0,1.73,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2673.0
6466331,"The apartment is located in Temple Bar, right in the middle of Dublin city centre. Temple Bar is one of the most vibrant areas of Dublin and the most popular with tourists. <br /><br />The apartment is located on the doorstep of Dublin’s night-life and a few minutes walk from high streets, tourist attractions and places of interest. Trinity College, Dublin Castle, Christchurch Cathedral, St. Patrick’s Cathedral, Jameson Whiskey factory & Museums are all within a short walk from here.<br /><br />Guinness Storehouse can be reached by tram (red Luas) with a 7/10 minutes Journey.<br /><br />High streets like O’Connell Street (Spire) and Grafton street are just 5 minute walk from here.",0,1,1,Dublin City,53.34499,-6.26727,Entire home/apt,2,1.0,1.0,1.0,244,3,29,41,0,0,4.73,4.82,4.65,4.97,4.92,4.97,4.58,0,0.47,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,4417.0
6478098,"Quiet neighborhood with supermarkets, pubs, and restaurants near by.",0,1,1,Dublin City,53.3346,-6.24516,Private room,2,1.0,1.0,1.0,40,5,1125,18,0,0,4.69,4.88,4.56,4.88,4.81,4.69,4.69,0,0.2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3295.0
6478206,"It's one of the best places to live in Dublin with everything on your doorstep with some of Dublin's best restaurants located in the village. Grafton Street, Stephens Green and Trinity college 15-20 minute walk. And Frequent public transport right outside the door. Also if you look at my guidebook have all the best bars and restaurants to see in the area. Some of the better restaurants require booking others don't but have the one's you need to book in guidebook.",0,1,1,Dublin City,53.32158,-6.24809,Private room,4,3.0,2.0,3.0,75,2,7,75,0,0,4.8,4.95,4.81,4.93,4.81,4.85,4.74,1,0.86,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3057.0
6484506,"Quiet residential road on well serviced bus routes into city centre. 20 mins walk to St Stephens green, great shopping 35+ restaurants 10 mins walking distance, Ranelagh, Rathmines.",0,1,1,Dublin City,53.31914,-6.27358,Entire home/apt,8,2.0,5.0,4.0,585,2,14,40,0,0,4.9,4.88,4.68,4.98,4.98,4.8,4.58,1,0.51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2923.0
6494825,"The warren of streets around the apartment is home to Irish design stores, independent cafés, vintage shops, a slew of new restaurants and some of the city's best pubs. It's got a real neighbourhood feel even though you are right in the middle of the city centre. <br />Stephen's Green, Trinity College and Merrion Sq are all close by if you need some green space. Fallon & Byrne, Dublin's equivalent of Dean & Deluca is right across the road for when you need to stock up on artisinal Irish produce. Dunnes Supermarket is directly beside more front door for any other groceries you might need.",0,1,1,Dublin City,53.34225,-6.26277,Entire home/apt,5,1.0,1.0,4.0,120,1,1125,399,0,0,4.91,4.96,4.9,4.96,4.97,4.98,4.84,1,4.5,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2671.0
6509140,It's a very quiet family neighborhood within walking distance to all local amenities.,0,5,1,Fingal,53.51483,-6.38587,Private room,4,1.0,2.0,2.0,116,14,1125,28,0,0,4.64,4.79,4.82,5.0,5.0,4.67,4.52,0,0.32,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2723.0
6511695,,0,1,0,Dublin City,53.34182,-6.23741,Entire home/apt,4,1.0,2.0,2.0,190,1,1125,3,0,0,4.67,5.0,3.33,5.0,5.0,5.0,4.67,0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2672.0
6525248,"Located on the 6th floor, the apartment is really quiet, similarly to the neighborhood.",0,3,1,Dublin City,53.34841,-6.28059,Private room,2,1.0,1.0,1.0,81,2,1125,5,0,0,4.8,5.0,4.6,4.8,4.8,5.0,5.0,0,0.06,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2687.0
6525773,"Easy walk to city center. Close to Dublin bay and easy commute to country-side (oh, it's beautiful!)<br />Shops are in 2 min walk. Area has a lot of cafes, restaurants and bars around.",0,7,1,Dublin City,53.33876,-6.23537,Private room,1,1.0,1.0,1.0,75,2,1125,14,0,0,4.93,4.93,4.93,5.0,5.0,5.0,4.86,0,0.16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2993.0
6526063,"It's a lovely neighbourhood with a great community spirit.  In 2012 it was voted the 2nd best neighbourhood in Ireland (after a posh area on the southside of the city).  There are street parties, harvest festivals and various goings on.  We live in a cul de sac and, much like their grandparents probably, the children play on the street most of the day.  We're within walking distance of the Phoenix Park - apparently the biggest city park in Europe, ten minutes walk from the Collins Barracks section of the National Museum, 20 minutes walk from the Museum of Modern art and close enough to the National Botanic Garden.  Dublin Zoo is in the park and is about 10 minutes walk away.",0,1,1,Dublin City,53.35824,-6.29611,Entire home/apt,5,2.0,4.0,4.0,140,5,14,2,0,0,4.5,5.0,5.0,4.5,5.0,4.5,4.5,0,0.02,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3727.0
6530735,"Hawthorn Terrace is full of young professionals who are extremely welcoming and friendly.<br />There are a host of amenities nearby, with several shops a few minutes walk away.  There are a couple of small restaurants in the area which are a must as well.<br />We are very close (walking distance) to the 3 Arena and Croke Park, for guests that are travelling over for gigs.<br />Fairview park is also a few minutes walk away, a large open green space which is lovely when the sun is out.",0,1,1,Dublin City,53.35317,-6.23918,Entire home/apt,7,1.5,4.0,3.0,310,2,100,29,0,0,4.82,4.89,4.68,4.93,4.93,4.33,4.7,0,0.33,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3213.0
6531116,"3 mins walk to the best bus route in Dublin the 46a. You can get right into the city centre (Grafton St & St Stephens Green) in 15/20 mins. <br />Within walking distance of Deer Park a beautiful park overlooking the entire city. <br />5 min stroll to the village of Stillorgan if you would like to get your morning coffee and fresh bread at the bakery!<br />10 mins to lovely sea side villages of Blackrock and Dun laoghaire which are perfect for a stroll, people watching outside one of the many cafes or dinner in one of many restaurants. I can make recommendations of where to go depending on your tastes.<br />If you fancy a special treat our house is a 5 minute walk from the oldest and one of the best restaurants in Dublin - Beaufield Mews! Well worth a visit.<br />If you are driving, the Dublin/Wicklow mountains are 15/20 mins drive away - where you will have access to stunning scenery.  There are also several great golf courses within 30 mins drive.",0,1,1,Dn Laoghaire-Rathdown,53.29442,-6.20097,Entire home/apt,4,2.5,3.0,2.0,95,7,100,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0.01,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2753.0
6566265,,0,2,1,Dn Laoghaire-Rathdown,53.30963,-6.20339,Private room,1,1.0,1.0,1.0,52,29,1125,23,2,1,4.95,4.86,4.9,4.95,4.95,4.81,4.8,0,0.26,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3591.0
6568588,,0,2,1,Dublin City,53.33675,-6.28553,Private room,2,1.0,1.0,1.0,54,2,1125,40,0,0,4.48,4.8,4.2,4.58,4.75,3.98,4.5,0,0.45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2665.0
6580137,,0,4,1,Dublin City,53.33895,-6.27236,Private room,2,1.0,1.0,1.0,56,2,1125,291,0,0,4.8,4.86,4.68,4.98,4.98,4.85,4.84,1,3.29,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3471.0
6602165,This is a quiet neighbourhood. Please respect the privacy of my neighbours. This is not a party house. No horseplay or drinking outside.,1,2,1,Dn Laoghaire-Rathdown,53.28307,-6.19277,Private room,6,1.5,2.0,4.0,82,1,10,116,23,5,4.87,4.93,4.9,4.96,4.93,4.79,4.77,0,1.38,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4088.0
6630854,"We are on the edge of the Dublin mountains. We have lots of amenities in our area - golf courses, tennis, horse riding, Leopardstown racecourse, and even an artificial ski slope.<br /><br />There are great walks and mountain bike trails nearby.<br /><br />Also, there are a number of great pubs close by in the mountains. The Blue Light pub has great views over the city and is great for a nice pint of Guinness and live music. Johnnie Fox’s has great atmosphere and is excellent for food.<br /><br />The beautiful village of Enniskerry is 10 mins away. The Powerscourt estate and gardens are in Enniskerry and a must do for shopping, food and a walk in their fabulous gardens.",0,3,1,Dn Laoghaire-Rathdown,53.24331,-6.18209,Entire home/apt,8,2.0,4.0,4.0,170,7,1125,6,0,0,4.8,4.8,4.6,5.0,5.0,4.5,5.0,0,0.07,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2956.0
6631138,"The Neighbourhood is quiet. There is a park nearby and some shops, but you will probably not spend much time here. It's a residential area and your time is spent waaay better in the city or exploring the country. :)<br /><br />There is a shopping centre with almost anything just 5 minutes away. Also there is an Aldi a bit further if you're really looking for really cheap food.",0,1,1,Fingal,53.40403,-6.25692,Private room,2,1.0,1.0,1.0,20,1,1125,1,0,0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,0,0.01,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2783.0
6637187,Some say Guinness doesn't travel. Our local pub Arthur's is the closest pub to the famous St.James' gate brewery. The food and drink is amazing as is the live music every night.,0,1,1,Dublin City,53.34324,-6.28912,Entire home/apt,2,1.0,1.0,2.0,90,30,1125,362,1,1,4.44,4.61,4.62,4.79,4.78,4.48,4.47,0,4.1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2806.0
6651135,,0,2,1,Dn Laoghaire-Rathdown,53.3034,-6.2382,Entire home/apt,5,1.5,3.0,3.0,171,3,30,8,0,0,4.88,5.0,4.88,5.0,5.0,4.63,4.88,0,0.09,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2659.0
6655655,"Harold's Cross is a bustling neighbourhood, a stone's throw from fashionable portobello with it's coffee bars and laid back vibe. Check out Bibi's and Bretzel bakery for a glimpse of Dublin's cafe society.",0,1,1,Dublin City,53.32755,-6.27799,Entire home/apt,4,2.0,2.0,3.0,89,1,1125,50,0,0,4.72,4.84,4.54,4.84,4.96,4.58,4.6,1,0.57,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3568.0
6656507,,0,1,0,Dublin City,53.38709,-6.24828,Private room,2,2.0,1.0,1.0,75,1,1125,3,0,0,5.0,4.67,5.0,5.0,5.0,5.0,5.0,0,0.03,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,4185.0
6657851,A really quiet and nice neighborhood close to the biggest walled parked in Europe.,0,1,0,Fingal,53.3802,-6.37504,Private room,2,1.0,1.0,2.0,70,2,1125,86,15,3,4.88,4.89,4.89,4.88,4.85,4.72,4.88,0,1.08,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2659.0
6666524,"Our local village of Ranelagh is bustling with an abundance of great restaurants, bars, cafés and boutiques. It is one of the most sought after addresses in Dublin and we absolutely love living here!",0,1,1,Dublin City,53.32817,-6.25639,Entire home/apt,2,2.0,1.0,1.0,93,3,1125,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3143.0
6677566,"Ranelagh is a leafy suburb of Dublin just south of the Grand canal.  Originally a village, it was incorporated into the city of Dublin in the 19th century.  In 1785 the first manned balloon flight in Ireland took off from Ranelagh and landed in Clontarf on the north side of the city.  <br />The rented property is a 10 minute walk to Ranelagh village with its many fashionable restaurants and small shops.  Just over ten minutes in the other direction and you are at the gates of Stephens Green having walked through fashionable Leeson Street with its clubs and restaurants.  A further five to ten minutes and you find yourself in Grafton Street to do you shopping and heading on to Trinity College for the famous book of Kells.",1,3,1,Dublin City,53.33039,-6.25338,Entire home/apt,2,1.0,1.0,1.0,102,5,50,169,15,3,4.91,4.93,4.98,4.98,5.0,4.85,4.76,0,1.93,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2674.0
6677678,"Ranelagh is a leafy suburb of Dublin just south of the Grand canal. Originally a village, it was incorporated into the city of Dublin in the 19th century. In 1785 the first manned balloon flight in Ireland took off from Ranelagh and landed in Clontarf on the north side of the city. <br />The rented property is a 10 minute walk to Ranelagh village with its many fashionable restaurants and small shops. Just over ten minutes in the other direction and you are at the gates of Stephens Green having walked through fashionable Leeson Street with its clubs and restaurants. A further five to ten minutes and you find yourself in Grafton Street to do you shopping and heading on to Trinity College for the famous book of Kells.",1,3,1,Dublin City,53.33035,-6.25715,Entire home/apt,2,1.5,1.0,2.0,101,5,50,176,21,2,4.94,4.96,4.95,4.97,4.98,4.89,4.83,0,2.04,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2674.0
6681883,,0,1,0,Dublin City,53.35954,-6.26403,Private room,2,2.0,1.0,1.0,76,1,3,222,39,4,4.58,4.82,4.63,4.88,4.88,4.52,4.55,0,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2666.0
6691473,"Within walking distance are a range restaurants, sports facilities, cinema, park and canal walks and Ireland's largest shopping centre.  Tesco supermarket is 150 metres and is open 7am to 11pm. There is a good range of food and entertainment to suit all tastes, with the national sports arena within walking distance.",1,2,1,Fingal,53.38506,-6.38345,Private room,1,1.5,1.0,1.0,46,3,28,30,9,0,4.9,4.97,4.83,5.0,4.97,4.86,4.83,0,0.39,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2682.0
6705101,"Quiet leafy Dublin suburb, with green area to the front, good access to the city and surrounding counties via motorway.",1,2,1,Fingal,53.39079,-6.42141,Private room,1,1.0,1.0,1.0,48,1,1125,101,16,5,4.96,4.96,4.94,4.96,4.97,4.77,4.91,0,1.66,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2656.0
6710681,,1,4,1,Dublin City,53.33081,-6.2538,Entire home/apt,4,1.0,1.0,2.0,140,60,1125,59,2,1,4.9,4.85,4.9,4.98,4.97,4.88,4.81,0,0.67,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2801.0
6718806,"MY neighbors are very tolerant. The place is quiet.  I have never received complaints. The apartment is part of a block of new buildings built only 8 years ago. It is located right in city center, but separated from it by a main gate which leads to a courtyard. The place is therefore central but not noisy and allows peaceful rest at night time.",0,1,0,Dublin City,53.35309,-6.26017,Private room,2,1.0,1.0,1.0,75,2,4,30,0,0,4.56,4.62,4.5,4.88,5.0,4.46,4.5,0,0.34,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2654.0
6739022,"Quiet, mainly expats. Not many restaurants or nighttime spots, but those are at 20 minutes per foot or 5 per luas.",0,1,1,Dublin City,53.35027,-6.2297,Private room,2,1.0,1.0,1.0,64,1,1125,1,0,0,3.0,5.0,1.0,5.0,4.0,5.0,5.0,0,0.01,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2653.0
